"Tabela 9888 - População residente, Área territorial e Densidade demográfica em favelas e comunidades urbanas, segundo as Favelas e Comunidades Urbanas"
"Variável - População residente em favelas e comunidades urbanas (Pessoas)"
"Brasil, Favela e Comunidade Urbana 2022 e Município";"Ano"
"Getúlio Vargas - Camaquã (RS)";"2226"
"Philomena Gerhard - Campo Bom (RS)";"73"
"A Curva - Campo Bom (RS)";"158"
"Beco da Rua das Flores - Campo Bom (RS)";"157"
"Bicho de Pé - Campo Bom (RS)";"188"
"Cascatinha - Campo Bom (RS)";"117"
"Área Verde Viver Melhor - Candiota (RS)";"118"
"Escadaria - Canela (RS)";"276"
"Adão Mirote - Canela (RS)";"439"
"Edgar Haack / Corrêa - Canela (RS)";"718"
"Estrada da Pedreira - Canguçu (RS)";"324"
"Vila Mesko - Canguçu (RS)";"245"
"São João - Canoas (RS)";"854"
"Dique da Rua São Paulo - Canoas (RS)";"244"
"São José I - Canoas (RS)";"1618"
"São José II - Canoas (RS)";"361"
"São José III - Canoas (RS)";"365"
"Loteamento Prata / Torres - Canoas (RS)";"2032"
"Rua Araçá / Ocupação Verdes Campos - Canoas (RS)";"491"
"São José IV - Canoas (RS)";"588"
"Vila dos Venezuelanos - Canoas (RS)";"277"
"Barca - Canoas (RS)";"1003"
"Arco-íris - Capão da Canoa (RS)";"1113"
"Posto 5 - Capão da Canoa (RS)";"2900"
"Posto 6 - Capão da Canoa (RS)";"1368"
"Vale Verde - Capão da Canoa (RS)";"1997"
"Fundos da Praia do Barco - Capão da Canoa (RS)";"785"
"Vila Maria - Capão do Leão (RS)";"224"
"Vila Nova - Viaduto - Capão do Leão (RS)";"943"
"Parque Fragata - Capão do Leão (RS)";"743"
"Baixada da Princesa - Carazinho (RS)";"789"
"Beco Berlim - Carazinho (RS)";"188"
"Cuiabá - Carazinho (RS)";"1084"
"Ipiranga - Carazinho (RS)";"429"
"Travessa Vitória - Carazinho (RS)";"336"
"Margem do Tega - Caxias do Sul (RS)";"250"
"Rota do Sol - Caxias do Sul (RS)";"405"
"Portinari - Caxias do Sul (RS)";"555"
"Diamantino - Caxias do Sul (RS)";"190"
"Pantanal - Caxias do Sul (RS)";"277"
"Via Férrea - Caxias do Sul (RS)";"896"
"Euzébio Beltrão de Queiroz - Caxias do Sul (RS)";"642"
"1º de Maio - Caxias do Sul (RS)";"1607"
"Vergueiros - Caxias do Sul (RS)";"1987"
"Rua Abel Zatera - Caxias do Sul (RS)";"159"
"Av. Monsenhor João Meneguzzi - Caxias do Sul (RS)";"751"
"Canyon - Caxias do Sul (RS)";"1791"
"Dal Bó - Caxias do Sul (RS)";"548"
"Vila Feliz - Caxias do Sul (RS)";"195"
"Vale do Planalto - Caxias do Sul (RS)";"1296"
"Cooesp - Caxias do Sul (RS)";"3046"
"Salgado Filho - Burguinho - Caxias do Sul (RS)";"208"
"Rua Antônio Guttermann - Kaiser II - Caxias do Sul (RS)";"712"
"Monte Carmelo - Caxias do Sul (RS)";"3511"
"Via Férrea II - Amélia II - Caxias do Sul (RS)";"407"
"Área dos Padres - Caxias do Sul (RS)";"289"
"Paraíso Cristal - Caxias do Sul (RS)";"574"
"Planaltinho - Família Francisquetti - Caxias do Sul (RS)";"179"
"Quadra 1528 - Caxias do Sul (RS)";"76"
"Quadra 2985 - Glória/Consolação - Caxias do Sul (RS)";"1165"
"Área Pública 300 e 310 - Caxias do Sul (RS)";"180"
"Altos de Galópolis - Caxias do Sul (RS)";"810"
"Área Pública 163 - Caxias do Sul (RS)";"232"
"Vila Formosa - Cristal (RS)";"741"
"Campo da Medianeira - Eldorado do Sul (RS)";"576"
"Beco do Beto - Eldorado do Sul (RS)";"550"
"Costaneira - Eldorado do Sul (RS)";"1123"
"Sol Nascente - Eldorado do Sul (RS)";"217"
"Vila da Paz - Eldorado do Sul (RS)";"742"
"Itaí - Eldorado do Sul (RS)";"306"
"Botafogo - Eldorado do Sul (RS)";"330"
"Alças Picada B - Eldorado do Sul (RS)";"226"
"Florestinha - Erechim (RS)";"244"
"Presidente Vargas - Erechim (RS)";"198"
"Vila União - Erechim (RS)";"695"
"Cantão - Estância Velha (RS)";"218"
"Vila Perimetral - Estância Velha (RS)";"142"
"Vila Barreira - Esteio (RS)";"837"
"Vila Navegantes - Esteio (RS)";"770"
"Vila Pedreira - Esteio (RS)";"1053"
"Área Verde Industrial - Farroupilha (RS)";"872"
"Campo/Trilhos - Farroupilha (RS)";"247"
"Desvio do Pedágio - Farroupilha (RS)";"260"
"Bairro América / Buraco Quente - Farroupilha (RS)";"180"
"Itacolomi - Gravataí (RS)";"337"
"Tom Jobim - Gravataí (RS)";"4028"
"Parque do Eucaliptos - Gravataí (RS)";"242"
"Rincão da Madalena - Gravataí (RS)";"4442"
"Cruzeiro - Gravataí (RS)";"397"
"Morada Gaúcha I - Gravataí (RS)";"160"
"Sagrada Família - Gravataí (RS)";"948"
"Santa Cruz I - Gravataí (RS)";"637"
"Chega Mais - Guaíba (RS)";"566"
"Vila Breno Guimarães - Guaíba (RS)";"287"
"Ipê - Guaíba (RS)";"1342"
"Nova Guaíba - Guaíba (RS)";"2193"
"Primavera - Guaíba (RS)";"3501"
"São Luís - Guaíba (RS)";"275"
"Vila Bença - Guaíba (RS)";"342"
"Vila dos Brigadianos - Guaíba (RS)";"108"
"Vila Esperança - Guaíba (RS)";"662"
"Área Verde Loteamento Industrial São Francisco - Guaíba (RS)";"339"
"Bom Fim - Guaíba (RS)";"847"
"Bernardo Lopes - Guaíba (RS)";"397"
"Cooperativa Vera Cruz - Guaíba (RS)";"1086"
"Loteamento do Bagunça - Guaíba (RS)";"431"
"Mato Alto - Guaíba (RS)";"776"
"Vila Aglae Kehl - Guaíba (RS)";"517"
"Núcleo Bayer - Guaíba (RS)";"213"
"Loteamento Rui Barbosa - Igrejinha (RS)";"215"
"Albatroz - Imbé (RS)";"1022"
"Trilhos - Centenário - Montenegro (RS)";"496"
"Morro Bela Vista - Montenegro (RS)";"737"
"Trilhos – Rua Ricardo Carlos Lerch - Montenegro (RS)";"156"
"Rua da Pedreira - Nova Hartz (RS)";"214"
"Canto Kirsch - Nova Hartz (RS)";"403"
"Morro da Formiga - Novo Hamburgo (RS)";"595"
"Vila das Flores - Novo Hamburgo (RS)";"1131"
"Vila Iguaçu - Novo Hamburgo (RS)";"1269"
"Vila Grings - Novo Hamburgo (RS)";"325"
"Vila Ipiranga - Novo Hamburgo (RS)";"197"
"Vila Kraemer - Novo Hamburgo (RS)";"303"
"Kephas Norte - Novo Hamburgo (RS)";"380"
"Boa Esperança I - Novo Hamburgo (RS)";"465"
"Boa Esperança II - Novo Hamburgo (RS)";"287"
"Capanema - Novo Hamburgo (RS)";"1306"
"Vila Getúlio Vargas - Novo Hamburgo (RS)";"1347"
"Vila Ana Neri - Novo Hamburgo (RS)";"594"
"Vila Palmeira - Novo Hamburgo (RS)";"3387"
"Vila Campos - Novo Hamburgo (RS)";"428"
"Vila Kipling - Novo Hamburgo (RS)";"392"
"Loteamento Nações Unidas - Novo Hamburgo (RS)";"1009"
"Vila Odete - Novo Hamburgo (RS)";"122"
"Moreira Travessão - Novo Hamburgo (RS)";"220"
"Nova Esperança - Novo Hamburgo (RS)";"1359"
"Ocupação Rua Granada - Novo Hamburgo (RS)";"123"
"Terceira Idade - Novo Hamburgo (RS)";"122"
"22 de Outubro - Novo Hamburgo (RS)";"555"
"Alpargatas - Novo Hamburgo (RS)";"136"
"Arroio Pampa - Novo Hamburgo (RS)";"114"
"Fundos Presidente Lucena - Novo Hamburgo (RS)";"185"
"Arthur Momberger - Novo Hamburgo (RS)";"364"
"Roosvelt - Novo Hamburgo (RS)";"246"
"Montezuma - Novo Hamburgo (RS)";"117"
"Praça Chico Mendes - Novo Hamburgo (RS)";"66"
"Antônio Feliz da Costa - Novo Hamburgo (RS)";"252"
"Pastor Gustav Nordlund - Novo Hamburgo (RS)";"381"
"Conquista - Novo Hamburgo (RS)";"286"
"Mentz / Sanga Funda - Novo Hamburgo (RS)";"174"
"Libres - Novo Hamburgo (RS)";"109"
"Reinaldo Kayser - Novo Hamburgo (RS)";"82"
"Cohab - Novo Hamburgo (RS)";"168"
"Flamengo - Novo Hamburgo (RS)";"166"
"Final da Rua Leopoldo Wasun - Novo Hamburgo (RS)";"158"
"Triângulo - Novo Hamburgo (RS)";"149"
"Dique / Presidente Neves - Novo Hamburgo (RS)";"164"
"Loteamento Hass - Novo Hamburgo (RS)";"219"
"Columbia - Novo Hamburgo (RS)";"384"
"Mayer - Novo Hamburgo (RS)";"368"
"Primeiro de Março - Novo Hamburgo (RS)";"374"
"Coopunesp - Novo Hamburgo (RS)";"466"
"Praça Invadida Loteamento Kephas II - Novo Hamburgo (RS)";"597"
"Visital - Novo Hamburgo (RS)";"331"
"Jaguaribe - Novo Hamburgo (RS)";"339"
"Pedreira - Novo Hamburgo (RS)";"298"
"Praça Ocupada Loteamento Vila Prado - Novo Hamburgo (RS)";"177"
"Rincão dos Caetanos - Novo Hamburgo (RS)";"132"
"São Lourenço - Novo Hamburgo (RS)";"56"
"Vitória e Conquista - Novo Hamburgo (RS)";"462"
"Santo Antônio I - Novo Hamburgo (RS)";"196"
"Mariápolis - Osório (RS)";"1354"
"Área Verde - Palmares do Sul (RS)";"142"
"Quadra 19 - Palmares do Sul (RS)";"123"
"Ocupação DAER na Avenida Taquara - Parobé (RS)";"355"
"Ocupação Vila Sapo - Parobé (RS)";"154"
"Ocupação XV de Junho - Parobé (RS)";"415"
"Invasão da Colina - Parobé (RS)";"222"
"Invasão Eliseu Bauer - Parobé (RS)";"150"
"Beira dos Trilhos - Passo Fundo (RS)";"547"
"Entre-Rios - Passo Fundo (RS)";"289"
"Cruzeiro - Passo Fundo (RS)";"272"
"Valinhos I - Passo Fundo (RS)";"320"
"Vista Alegre - Passo Fundo (RS)";"473"
"Zachia I e II - Passo Fundo (RS)";"1091"
"Beira Trilho - Vera Cruz - Passo Fundo (RS)";"230"
"Bela Vista - Passo Fundo (RS)";"578"
"Corralo - Rua Caramuru - Passo Fundo (RS)";"319"
"Ocupação Santa Bárbara Norte - Pelotas (RS)";"196"
"Ocupação Santa Bárbara Sul - Pelotas (RS)";"451"
"Ocupação Estrada do Engenho - Pelotas (RS)";"308"
"Ilha da Páscoa - Rota do Sol - Pelotas (RS)";"844"
"Leito da Via Férrea - Vila Peres 22 de Maio - Pelotas (RS)";"1620"
"Loteamento Salgado Filho II - Pelotas (RS)";"111"
"Obelisco - Domingos de Almeida - Pelotas (RS)";"566"
"Ocupação Dom Antônio Zattera - Pelotas (RS)";"228"
"Ocupação Família Ruas - Pelotas (RS)";"277"
"Ocupação Lauro Ribeiro I - Pelotas (RS)";"349"
"Ocupação Leontino - Pelotas (RS)";"269"
"Pestano - Pelotas (RS)";"418"
"Pontal da Barra - Pelotas (RS)";"113"
"Praça Aratiba - Pelotas (RS)";"344"
"Simões Lopes Beira Canal - Pelotas (RS)";"142"
"Vasco Pires - Pelotas (RS)";"3240"
"Vila Dulce - Belo Horizonte - Pelotas (RS)";"860"
"Anchieta - Barão de Mauá - Pelotas (RS)";"812"
"Bom Jesus - Pelotas (RS)";"5225"
"Campo do Osório - Pelotas (RS)";"712"
"Clara Nunes - Pelotas (RS)";"580"
"Cristóvão José dos Santos - Pelotas (RS)";"186"
"Darci Cazarré - Pelotas (RS)";"154"
"Darci Ribeiro - Pelotas (RS)";"652"
"Doquinhas - Pelotas (RS)";"348"
"Dunas - Pelotas (RS)";"7169"
"Fraget Farroupilha - Pelotas (RS)";"3030"
"Jardim do Prado - Pelotas (RS)";"641"
"Loteamento Novo Milênio - Pelotas (RS)";"413"
"Governaço - Pelotas (RS)";"898"
"Loteamento Vila Nova - Pelotas (RS)";"343"
"Balsa - Pelotas (RS)";"125"
"Santa Terezinha 1 e 2 - Pelotas (RS)";"786"
"Corredor do Contorno - Pelotas (RS)";"497"
"Val Verde - Pelotas (RS)";"280"
"Sanga Funda - Pelotas (RS)";"3490"
"Lixão - Portão (RS)";"823"
"João Luiz de Moraes / Trilhos - Portão (RS)";"526"
"Invasão Pinheiros - Portão (RS)";"245"
"Vila Dona Teodora - Porto Alegre (RS)";"480"
"Vila Mariano de Matos II - Porto Alegre (RS)";"100"
"Vila Cruzeiro do Sul - Porto Alegre (RS)";"2096"
"Vila Dique I - Porto Alegre (RS)";"488"
"Vila Tronco - Porto Alegre (RS)";"7205"
"Vila Nossa Senhora das Graças - Porto Alegre (RS)";"808"
"Vila Minuano - Porto Alegre (RS)";"2191"
"Vila Orfanatrófio I - Porto Alegre (RS)";"475"
"Vila Cristal - Porto Alegre (RS)";"423"
"Vila Passo das Pedras II - Porto Alegre (RS)";"4777"
"Vila Mato Grosso - Porto Alegre (RS)";"1798"
"Ocupação Ernesto Pellanda - Porto Alegre (RS)";"296"
"Beco do Adelar - Porto Alegre (RS)";"2399"
"Margarita - Porto Alegre (RS)";"208"
"Vila Gaúcha - Porto Alegre (RS)";"1094"
"Recanto do Chimarrão - Porto Alegre (RS)";"365"
"Vila Campo da Tuca - Porto Alegre (RS)";"3031"
"Ceres - Porto Alegre (RS)";"251"
"Nova Pedreira - Porto Alegre (RS)";"1124"
"Vila São Vicente Mártir - Porto Alegre (RS)";"1450"
"Vila Maria da Conceição - Porto Alegre (RS)";"3322"
"Morro da Guampa - Porto Alegre (RS)";"251"
"Vila Glorinha - Porto Alegre (RS)";"1076"
"Vila Boa Vista - Porto Alegre (RS)";"674"
"Vila Divinéia / Vila Pinto / Vila Mato Sampaio - Porto Alegre (RS)";"15098"
"Vila Santa Bárbara - Porto Alegre (RS)";"406"
"Vila São Pedro - Porto Alegre (RS)";"630"
"Vila Vargas - Porto Alegre (RS)";"1408"
"Vila Asa Branca - Porto Alegre (RS)";"2405"
"Vila Quatorze de Novembro - Porto Alegre (RS)";"296"
"Chácara da Fumaça - Porto Alegre (RS)";"6997"
"Vila Biriba - Porto Alegre (RS)";"343"
"Vila Figueira - Porto Alegre (RS)";"755"
"Ecológica - Porto Alegre (RS)";"1150"
"Vila Alto Erechim - Porto Alegre (RS)";"488"
"Chácara das Bananeiras - Porto Alegre (RS)";"10363"
"Vila Cecílio Monza - Porto Alegre (RS)";"1413"
"Vila dos Sargentos - Porto Alegre (RS)";"3082"
"Pitinga - Porto Alegre (RS)";"1757"
"Vila Safira - Porto Alegre (RS)";"1589"
"Vila Joana D'Arc - Porto Alegre (RS)";"481"
"Vila Sudeste - Porto Alegre (RS)";"411"
"Vila Primeiro de Maio - Porto Alegre (RS)";"720"
"Vila Alto Embratel - Porto Alegre (RS)";"1827"
"Vila Amazônia - Porto Alegre (RS)";"1648"
"Ilha dos Marinheiros - Porto Alegre (RS)";"1462"
"Vila Santa Helena - Porto Alegre (RS)";"104"
"Vila Ipê / São Borja - Porto Alegre (RS)";"2604"
"Vila Jardim Marabá - Porto Alegre (RS)";"1969"
"Vila Kanazawa - Porto Alegre (RS)";"342"
"Jardim Vila Nova - Porto Alegre (RS)";"1275"
"Jardim das Oliveiras - Porto Alegre (RS)";"405"
"Santina - Porto Alegre (RS)";"150"
"Vila Júlia - Porto Alegre (RS)";"348"
"Ilha do Pavão - Porto Alegre (RS)";"279"
"Beco São Leopoldo - Porto Alegre (RS)";"144"
"Beco Vila da Paz - Porto Alegre (RS)";"218"
"Dique II - Porto Alegre (RS)";"129"
"Esperança - Porto Alegre (RS)";"635"
"Arabutã Pedreira - Porto Alegre (RS)";"1058"
"Vila Arapeí - Porto Alegre (RS)";"861"
"Vila Tio Zeca/Vila Areia - Porto Alegre (RS)";"1272"
"Batillanas - Porto Alegre (RS)";"1294"
"Beco da Aquiles - Porto Alegre (RS)";"210"
"Ignês Fagundes - Porto Alegre (RS)";"2301"
"Vila Vidal de Negreiros - Porto Alegre (RS)";"756"
"Vila Castelo - Porto Alegre (RS)";"545"
"Vila Chácara Sperb - Porto Alegre (RS)";"248"
"Cooperativa Figueira - Porto Alegre (RS)";"328"
"Colina do Prado - Porto Alegre (RS)";"1696"
"Colina Verde - Porto Alegre (RS)";"689"
"Dique do Sarandi - Porto Alegre (RS)";"833"
"Vila Esmeralda - Porto Alegre (RS)";"2349"
"Vila Graciliano - Porto Alegre (RS)";"1184"
"Irmã Ermelinda - Porto Alegre (RS)";"684"
"Jardim Navegantes - Porto Alegre (RS)";"368"
"Jardim das Laranjeiras - Porto Alegre (RS)";"1399"
"Vila Mário Quintana - Porto Alegre (RS)";"2093"
"Vila Monte Cristo - Porto Alegre (RS)";"1327"
"Nova Grécia - Porto Alegre (RS)";"1242"
"Vila Nova Tijuca - Porto Alegre (RS)";"964"
"Vila Orfanatrófio II - Porto Alegre (RS)";"1298"
"Pampa - Porto Alegre (RS)";"521"
"Parque Chico Mendes - Porto Alegre (RS)";"1336"
"Vila Operária/Vila Pirulito/Vila AJ Renner - Porto Alegre (RS)";"1746"
"Santo André - Porto Alegre (RS)";"700"
"Vila São José - Porto Alegre (RS)";"8437"
"Vila União - Porto Alegre (RS)";"949"
"Vila Vale dos Canudos - Porto Alegre (RS)";"3365"
"Quinta do Portal - Porto Alegre (RS)";"3110"
"Recreio da Divisa - Porto Alegre (RS)";"1941"
"Sertão I e II - Porto Alegre (RS)";"1118"
"Vila Vale do Salso - Porto Alegre (RS)";"1532"
"Vila Batista Flores - Porto Alegre (RS)";"365"
"Vila Brasília I - Porto Alegre (RS)";"301"
"Vila Caí - Porto Alegre (RS)";"250"
"Vila Brasília II - Porto Alegre (RS)";"242"
"Vila Clarel - Porto Alegre (RS)";"343"
"Conquista - Porto Alegre (RS)";"970"
"Vila Dois Toques - Porto Alegre (RS)";"150"
"Vila Santo Antônio - Porto Alegre (RS)";"302"
"Vila Ello Dourado - Porto Alegre (RS)";"1513"
"Vila Esperança Cordeiro - Porto Alegre (RS)";"566"
"Vila Jardim Europa II - Porto Alegre (RS)";"231"
"Vila Jardim Primeiro de Maio - Porto Alegre (RS)";"1028"
"Vila Juliano Moreira - Porto Alegre (RS)";"439"
"Vila Linha de Tiro II - Porto Alegre (RS)";"454"
"Vila Nossa Senhora Aparecida - Porto Alegre (RS)";"383"
"Vila Nova Brasília - Porto Alegre (RS)";"4349"
"Vila Operária - Porto Alegre (RS)";"304"
"Vila Pantanal - Porto Alegre (RS)";"433"
"Vila Portal dos Pinheiros - Porto Alegre (RS)";"369"
"Núcleo Esperança - Porto Alegre (RS)";"2586"
"Vila Rio Branco - Porto Alegre (RS)";"422"
"Vila Rua n126 - Porto Alegre (RS)";"546"
"Vila Santa Clara - Porto Alegre (RS)";"248"
"Vila São Judas Tadeu - Porto Alegre (RS)";"1502"
"Vila Timbaúva III - Porto Alegre (RS)";"2579"
"Vila Wenceslau Fontoura - Porto Alegre (RS)";"653"
"4 de Junho - Porto Alegre (RS)";"771"
"Cooperativa Habitacional Santo Antônio - Porto Alegre (RS)";"1046"
"Cooperativa Habitacional Vila Max Gueiss - Porto Alegre (RS)";"188"
"Cooperativa Marcos Klassman - Porto Alegre (RS)";"1294"
"Jardim Protásio Alves II - Porto Alegre (RS)";"545"
"Vila Jardim do Verde - Porto Alegre (RS)";"680"
"Getúlio Vargas - Rio Grande (RS)";"1268"
"Mangueira - Rio Grande (RS)";"992"
"Santa Tereza - Rio Grande (RS)";"521"
"Henrique Pancada - Rio Grande (RS)";"678"
"Dom Bosquinho - Rio Grande (RS)";"721"
"Roberto Socoowiski - Rio Grande (RS)";"842"
"Babilônia - Santa Maria (RS)";"788"
"Urlândia - Santa Maria (RS)";"847"
"Vila Favarin - Santa Maria (RS)";"234"
"Vila Portelinha - Santa Maria (RS)";"312"
"Área da Associação dos Ferroviários - Santa Maria (RS)";"178"
"Canário - Santa Maria (RS)";"370"
"Resistência - Santa Maria (RS)";"152"
"Ocupação Eugênio Mussoi - Santa Maria (RS)";"351"
"Comunidade Cascata - Santa Rosa (RS)";"81"
"Vila Rica - Santo Antônio da Patrulha (RS)";"217"
"Vila Passo da Figueira - Santo Antônio da Patrulha (RS)";"110"
"Vila Saibreira - Santo Antônio da Patrulha (RS)";"150"
"Açores - Santo Antônio da Patrulha (RS)";"56"
"Maurício Cardoso - Santo Antônio da Patrulha (RS)";"96"
"Loteamento Itacherê - São Borja (RS)";"353"
"Ocupação Cerâmica Anita - São Leopoldo (RS)";"140"
"Vila do Fundão - São Leopoldo (RS)";"447"
"Ocupação Coreia - São Leopoldo (RS)";"305"
"Dos Tocos - São Leopoldo (RS)";"370"
"Arroio Gauchinho - São Leopoldo (RS)";"854"
"Santa Marta - São Leopoldo (RS)";"332"
"Vila dos Tocos - São Leopoldo (RS)";"1705"
"Ocupação Justo - São Leopoldo (RS)";"2948"
"Vila Paulo Couto - São Leopoldo (RS)";"396"
"Manoel Viana / Ocupação Santo Antônio - São Leopoldo (RS)";"347"
"Ocupação Tio Bruno - São Leopoldo (RS)";"207"
"Ocupação RedeMix - São Leopoldo (RS)";"501"
"Ocupação Vitória - São Leopoldo (RS)";"1321"
"Ocupação Aldeia - São Leopoldo (RS)";"728"
"Ocupação Jardim Luciana - São Leopoldo (RS)";"422"
"Área do Sopão - São Leopoldo (RS)";"1404"
"COOHAP - São Leopoldo (RS)";"2018"
"Ocupação Mauá - São Leopoldo (RS)";"140"
"Ocupação Caça e Tiro - São Leopoldo (RS)";"107"
"Ocupação Jardim Vila Verde - São Leopoldo (RS)";"249"
"Ocupação Tancredo Neves - São Leopoldo (RS)";"166"
"Ocupação Esperança - São Leopoldo (RS)";"312"
"APP Cootrahab - São Leopoldo (RS)";"171"
"Vila Alemanha - Sapiranga (RS)";"142"
"Vila Corsan - Sapiranga (RS)";"205"
"Beco do Chuchu - Sapiranga (RS)";"377"
"Vila Professor Langendock - Sapiranga (RS)";"199"
"Vila São Paulo - Sapiranga (RS)";"565"
"Aeroclube - Sapiranga (RS)";"198"
"Ocupação da Rua Senhor Diretas - Sapiranga (RS)";"173"
"Da Chácara - Sapiranga (RS)";"171"
"Loteamento Albino de Melo - Sapiranga (RS)";"224"
"Ocupação da Rua da Aviação - Sapiranga (RS)";"292"
"Vila Botafogo - Sapucaia do Sul (RS)";"348"
"Kapsberg - Sapucaia do Sul (RS)";"333"
"Ocupação Mariele - Sapucaia do Sul (RS)";"884"
"Vila dos Pescadores - Tapes (RS)";"171"
"Corredor da Pinvest - Tapes (RS)";"357"
"Invasão da Rua Ervino Bach - Taquara (RS)";"168"
"Invasão da Rua Chile - Taquara (RS)";"347"
"Invasão dos Trilhos - Taquara (RS)";"89"
"Invasão do Campo do Vila Nova - Taquara (RS)";"113"
"Invasão Morro da Cruz - Taquara (RS)";"270"
"Tamburiki - Torres (RS)";"137"
"Parque dos Presidentes - Tramandaí (RS)";"6368"
"Rua Nove de Julho / Farol - Tramandaí (RS)";"109"
"Portelinha - Tramandaí (RS)";"1549"
"Santa Fé / Terminal Turístico - Tramandaí (RS)";"308"
"Vila Hulk - Três Coroas (RS)";"143"
"Loteamento Vitória - Uruguaiana (RS)";"952"
"Morro do Piolho - Uruguaiana (RS)";"290"
"Tarrago - Uruguaiana (RS)";"734"
"Travessa São Carmelo - Uruguaiana (RS)";"204"
"Áreas Verdes - Uruguaiana (RS)";"731"
"Cabrita - Uruguaiana (RS)";"225"
"Cidade Alegria - Uruguaiana (RS)";"257"
"Loteamento Anita Garibaldi - Uruguaiana (RS)";"1009"
"Loteamento Cibrazem - Uruguaiana (RS)";"232"
"Loteamento Nova Esperança II - Uruguaiana (RS)";"1537"
"Áreas Azuis - Uruguaiana (RS)";"196"
"Vila Nova - Uruguaiana (RS)";"342"
"QG - Uruguaiana (RS)";"116"
"Irmã Maria - Uruguaiana (RS)";"179"
"Tela da Aduana - Uruguaiana (RS)";"116"
"Jóquei Clube - Uruguaiana (RS)";"292"
"Assentamento Santana - Uruguaiana (RS)";"164"
"Parque São Cristóvão - Viamão (RS)";"1946"
"Arroio Dorneles - Viamão (RS)";"207"
"Campos da Colina - Viamão (RS)";"890"
"Rua Zilda de Abreu - Viamão (RS)";"477"
"Vila Pingueli - Viamão (RS)";"873"
"Hidráulica - Viamão (RS)";"1945"
"Euclides da Cunha - Viamão (RS)";"587"
"Barão de Cotegipe - Viamão (RS)";"168"
"Figueirinha - Xangri-lá (RS)";"841"
"São Francisco - Aquidauana (MS)";"1558"
"Vila Pinheiro - Aquidauana (MS)";"311"
"Comunidade Esperança - Campo Grande (MS)";"402"
"Mandela - Campo Grande (MS)";"235"
"Refriko - Campo Grande (MS)";"62"
"Samambaia - Campo Grande (MS)";"1251"
"Só Por Deus - Campo Grande (MS)";"173"
"Homex - Campo Grande (MS)";"3317"
"Morada dos Angicos - Campo Grande (MS)";"299"
"Pequi - Campo Grande (MS)";"232"
"Roda Velha - Campo Grande (MS)";"282"
"Jardim Botânico II - Campo Grande (MS)";"202"
"Jardim Campo Verde - Campo Grande (MS)";"459"
"Jardim Campo Alto/Sitiócas Alvorada - Campo Grande (MS)";"115"
"Portal da Lagoa - Campo Grande (MS)";"74"
"Nova Capital - Campo Grande (MS)";"407"
"Cidade dos Anjos - Campo Grande (MS)";"222"
"Uirapuru - Campo Grande (MS)";"130"
"Loteamento Pantanal - Corumbá (MS)";"531"
"Popular Velha - Corumbá (MS)";"737"
"Jatobazinho - Corumbá (MS)";"580"
"Santa Felicidade - Dourados (MS)";"924"
"Vitória - Dourados (MS)";"535"
"Estrela do Sul - Dourados (MS)";"241"
"Toca do Saci - Dourados (MS)";"168"
"Ibiza - Dourados (MS)";"97"
"Novo Habitar - Novo Horizonte do Sul (MS)";"189"
"Favelinha - Ponta Porã (MS)";"1583"
"Acampamento Jatobá - Sidrolândia (MS)";"535"
"Munduruca - Três Lagoas (MS)";"674"
"São João - Três Lagoas (MS)";"153"
"Jardim Imperial - Cáceres (MT)";"145"
"Região do Passaredo - Cuiabá (MT)";"4151"
"Região do São João Del Rey - A - Cuiabá (MT)";"1459"
"Região do Santa Laura - Cuiabá (MT)";"8203"
"Região do Praeirinho - Cuiabá (MT)";"1412"
"Região do Paraíso - Cuiabá (MT)";"6446"
"Região do  Parque das Águas Nascentes - Cuiabá (MT)";"7135"
"Três Barras - Cuiabá (MT)";"903"
"Pedregal - Cuiabá (MT)";"617"
"Região do Dom Bosco - Cuiabá (MT)";"3545"
"Região do Residencial do Coxipó - Cuiabá (MT)";"4014"
"Região do Altos da Serra - Cuiabá (MT)";"788"
"Antônio Dias - Cuiabá (MT)";"348"
"Centro América A - Cuiabá (MT)";"319"
"Conjunto Residencial Jonas Pinheiro - Cuiabá (MT)";"1498"
"Córrego Vassoural - Cuiabá (MT)";"1563"
"Despraiado - Cuiabá (MT)";"380"
"Jardim 1° de março A - Cuiabá (MT)";"845"
"Jardim Mariana - Cuiabá (MT)";"364"
"Jardim Mossoró - Cuiabá (MT)";"1551"
"Jardim São Paulo - Cuiabá (MT)";"279"
"Jardim Ubirajara - Cuiabá (MT)";"854"
"Jardim Umuarama - Cuiabá (MT)";"1753"
"Jardim Vitória - Cuiabá (MT)";"5505"
"Loteamento Sampaio - Cuiabá (MT)";"617"
"Nova Esperança - Cuiabá (MT)";"2753"
"Novo Milênio - Cuiabá (MT)";"881"
"Novo Paraíso - Cuiabá (MT)";"689"
"Parque Atalaia - Cuiabá (MT)";"771"
"Parque Cuiabá A - Cuiabá (MT)";"758"
"Parque Nova Esperança I - Cuiabá (MT)";"632"
"Pedra 90 A - Cuiabá (MT)";"772"
"Ribeirão do Lipa A - Cuiabá (MT)";"1195"
"Cohab São Gonçalo - Cuiabá (MT)";"1313"
"Serra Dourada - Cuiabá (MT)";"659"
"Sol Nascente - Cuiabá (MT)";"519"
"Tijucal - Cuiabá (MT)";"650"
"Vila Verde - Cuiabá (MT)";"280"
"Wantuil de Freitas - Cuiabá (MT)";"338"
