"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Idade";"Ano";"Cor ou raça";"Sexo";""
"Idade";"Ano";"Cor ou raça";"Sexo";"Brasil"
"10 a 14 anos";"2022";"Preta";"Total";"1109531"
"10 a 14 anos";"2022";"Preta";"Homens";"581729"
"10 a 14 anos";"2022";"Preta";"Mulheres";"527802"
"10 a 14 anos";"2022";"Amarela";"Total";"35865"
"10 a 14 anos";"2022";"Amarela";"Homens";"18147"
"10 a 14 anos";"2022";"Amarela";"Mulheres";"17718"
"10 a 14 anos";"2022";"Parda";"Total";"6991891"
"10 a 14 anos";"2022";"Parda";"Homens";"3580594"
"10 a 14 anos";"2022";"Parda";"Mulheres";"3411297"
"10 a 14 anos";"2022";"Indígena";"Total";"128189"
"10 a 14 anos";"2022";"Indígena";"Homens";"65344"
"10 a 14 anos";"2022";"Indígena";"Mulheres";"62845"
"10 anos";"2022";"Total";"Total";"2701639"
"10 anos";"2022";"Total";"Homens";"1382640"
"10 anos";"2022";"Total";"Mulheres";"1318999"
"10 anos";"2022";"Branca";"Total";"1088589"
"10 anos";"2022";"Branca";"Homens";"557504"
"10 anos";"2022";"Branca";"Mulheres";"531085"
"10 anos";"2022";"Preta";"Total";"211398"
"10 anos";"2022";"Preta";"Homens";"109340"
"10 anos";"2022";"Preta";"Mulheres";"102058"
"10 anos";"2022";"Amarela";"Total";"6733"
"10 anos";"2022";"Amarela";"Homens";"3503"
"10 anos";"2022";"Amarela";"Mulheres";"3230"
"10 anos";"2022";"Parda";"Total";"1368311"
"10 anos";"2022";"Parda";"Homens";"698619"
"10 anos";"2022";"Parda";"Mulheres";"669692"
"10 anos";"2022";"Indígena";"Total";"26509"
"10 anos";"2022";"Indígena";"Homens";"13622"
"10 anos";"2022";"Indígena";"Mulheres";"12887"
"11 anos";"2022";"Total";"Total";"2717865"
"11 anos";"2022";"Total";"Homens";"1391081"
"11 anos";"2022";"Total";"Mulheres";"1326784"
"11 anos";"2022";"Branca";"Total";"1084761"
"11 anos";"2022";"Branca";"Homens";"554729"
"11 anos";"2022";"Branca";"Mulheres";"530032"
"11 anos";"2022";"Preta";"Total";"213301"
"11 anos";"2022";"Preta";"Homens";"111374"
"11 anos";"2022";"Preta";"Mulheres";"101927"
"11 anos";"2022";"Amarela";"Total";"6984"
"11 anos";"2022";"Amarela";"Homens";"3574"
"11 anos";"2022";"Amarela";"Mulheres";"3410"
"11 anos";"2022";"Parda";"Total";"1386998"
"11 anos";"2022";"Parda";"Homens";"708297"
"11 anos";"2022";"Parda";"Mulheres";"678701"
"11 anos";"2022";"Indígena";"Total";"25718"
"11 anos";"2022";"Indígena";"Homens";"13054"
"11 anos";"2022";"Indígena";"Mulheres";"12664"
"12 anos";"2022";"Total";"Total";"2773621"
"12 anos";"2022";"Total";"Homens";"1418413"
"12 anos";"2022";"Total";"Mulheres";"1355208"
"12 anos";"2022";"Branca";"Total";"1099645"
"12 anos";"2022";"Branca";"Homens";"559083"
"12 anos";"2022";"Branca";"Mulheres";"540562"
